"","X","contributions","between_centrality","loc","member","org"
"10207","lukasfolle",25,0,"[]","False","tensorflow"
"10208","lukaszkaiser",792,0.00275959060026818,"[]","False","tensorflow"
"10209","luke199629",2,0,"[]","False","tensorflow"
"10210","lukebelliveau",2,0,"[]","False","tensorflow"
"10211","lukereichold",2,2.94898913897555e-05,"","False","tensorflow"
"10212","lwneal",2,0,"[]","False","tensorflow"
"10213","lwsong",3,0,"[]","False","tensorflow"
"10214","lyschoening",2,0,"[]","False","tensorflow"
"10215","lzhang10",2,0,"[]","False","tensorflow"
"10216","lzr-google",10,2.15600617253959e-05,"[]","False","tensorflow"
"10217","m-colombo",2,0.000332274832922555,"[]","False","tensorflow"
"10218","maciejkula",71,0,"[]","False","tensorflow"
"10219","mackeya-google",1,0,"[]","False","tensorflow"
"10220","mae05051",4,0,"[]","False","tensorflow"
"10221","maeda-kazuya",10,1.70969724551053e-05,"[]","False","tensorflow"
"10222","maggieyuyaoliu",4,1.70969724551053e-05,"[]","False","tensorflow"
"10223","mahmoud-abuzaina",133,0,"[]","False","tensorflow"
"10224","mahnerak",9,0.000488808282719914,"[]","False","tensorflow"
"10225","mahnunchik",1,0,"[]","False","tensorflow"
"10226","maitbayev",5,1.70969724551053e-05,"[]","False","tensorflow"
"10227","majnemer",189,0.000329716578685944,"[]","False","tensorflow"
"10228","makseq",7,0.000639781252739479,"Moscow","False","tensorflow"
"10229","malcolmreynolds",1,0,"[]","False","tensorflow"
"10230","malmaud",1,0,"[]","False","tensorflow"
"10231","manda-creator",2,0.000194036960824672,"[]","False","tensorflow"
"10232","manideep2510",1,0,"[]","False","tensorflow"
"10233","manivaradarajan",20,0.000363978498697497,"","False","tensorflow"
"10234","manrajgrover",218,0.000141654669023146,"New Delhi, India","False","tensorflow"
"10235","mansnils",47,0,"[]","False","tensorflow"
"10236","manuzhang",1,0,"[]","False","tensorflow"
"10237","manzilz",2,0,"[]","False","tensorflow"
"10238","mar-muel",2,0,"[]","False","tensorflow"
"10239","marbiru",1,0,"[]","False","tensorflow"
"10240","marbre",1,0,"[]","False","tensorflow"
"10241","marcelolerendegui",2,0,"[]","False","tensorflow"
"10242","marcelpuyat",1,0,"[]","False","tensorflow"
"10243","marcemq",3,0,"[]","False","tensorflow"
"10244","marcj",1,0,"Hamburg, Germany","False","tensorflow"
"10245","marcrasi",78,8.47792082526127e-05,"","False","tensorflow"
"10246","marcvanzee",2,2.1536880732878e-05,"[]","False","tensorflow"
"10247","marek-at-work",14,0,"[]","False","tensorflow"
"10248","margaretmz",12,0,"[]","False","tensorflow"
"10249","mari-linhares",25,0.0029585409993142,"London, UK","False","tensorflow"
"10250","marian2js",2,0,"[]","False","tensorflow"
"10251","maringeo",14,0.000271652110028356,"Zürich, Switzerland","False","tensorflow"
"10252","mariodoebler",1,0,"[]","False","tensorflow"
"10253","marioecd",5,0,"[]","False","tensorflow"
"10254","mariosasko",1,0,"[]","False","tensorflow"
"10255","mark86092",1,0,"[]","False","tensorflow"
"10256","markmcd",1,0,"Perth, Australia","False","tensorflow"
"10257","markomernick",4,0,"[]","False","tensorflow"
"10258","marksandler2",10,0.000555069469913238,"[]","False","tensorflow"
"10259","marload",11,0,"[]","False","tensorflow"
"10260","marlonjan",1,0,"[]","False","tensorflow"
"10261","martiansideofthemoon",2,0,"[]","False","tensorflow"
"10262","martijnvels",1,0,"[]","False","tensorflow"
"10263","martinkersner",1,0,"[]","False","tensorflow"
"10264","martinpopel",33,0,"[]","False","tensorflow"
"10265","martinwicke",1034,0.00410317444837159,"San Francisco","False","tensorflow"
"10266","marvinrichter",1,0,"[]","False","tensorflow"
"10267","maryggiannella",1,0,"[]","False","tensorflow"
"10268","masa-ita",289,1.70969724551053e-05,"[]","False","tensorflow"
"10269","masonk",6,0,"[]","False","tensorflow"
"10270","maspwr",1,0,"[]","False","tensorflow"
"10271","matejr",2,0,"[]","False","tensorflow"
"10272","mateng3",66,0,"[]","False","tensorflow"
"10273","matiji66",2,0,"[]","False","tensorflow"
"10274","mattdodge",1,0,"[]","False","tensorflow"
"10275","matteodg",1,0,"[]","False","tensorflow"
"10276","matthen",15,0,"[]","False","tensorflow"
"10277","matthew-mcateer",9,0,"[]","False","tensorflow"
"10278","matthewdhoffman",4,0,"[]","False","tensorflow"
"10279","matthewfeickert",6,0,"[]","False","tensorflow"
"10280","matthieucoquet",3,0,"[]","False","tensorflow"
"10281","mattjj",4,0,"[]","False","tensorflow"
"10282","mattludwigs",1,0,"[]","False","tensorflow"
"10283","mattn",80,0,"[]","False","tensorflow"
"10284","mawrer",1,0,"[]","False","tensorflow"
"10285","maxbubula",4,0,"","False","tensorflow"
"10286","maximermilov",1,0,"","False","tensorflow"
"10287","maximneumann",13,0,"[]","False","tensorflow"
"10288","maxkaustav",2,0,"[]","False","tensorflow"
"10289","maxvol",1,0,"Amsterdam","False","tensorflow"
"10290","mayou36",10,0,"[]","False","tensorflow"
"10291","mbajkowski",1,0,"[]","False","tensorflow"
"10292","mbasilyan",1,0,"[]","False","tensorflow"
"10293","mbostock",6,0.000127197236947833,"[]","False","tensorflow"
"10294","mbrukman",1,0,"[]","False","tensorflow"
"10295","mburakbozbey",2,0,"[]","False","tensorflow"
"10296","mbz",147,0.000185020665837063,"[]","False","tensorflow"
"10297","mcaci",25,1.70969724551053e-05,"[]","False","tensorflow"
"10298","mcognetta",1,0,"[]","False","tensorflow"
"10299","mdaley",1,0,"[]","False","tensorflow"
"10300","mdanatg",689,0.00448584378859292,"[]","False","tensorflow"
"10301","mdfaijul",81,0,"[]","False","tensorflow"
"10302","mdreves",249,0.000101100659544067,"[]","False","tensorflow"
"10303","mdrozdowski1996",16,0,"[]","False","tensorflow"
"10304","me-sh",2,0,"[]","False","tensorflow"
"10305","mees",5,0,"[]","False","tensorflow"
"10306","meganetaaan",2,0,"[]","False","tensorflow"
"10307","megawidget",23,0,"Burlingame, CA","False","tensorflow"
"10308","meheffernan",175,0,"[]","False","tensorflow"
"10309","mehulmpt",1,0,"New Delhi, India","False","tensorflow"
"10310","meixinzhang",4,0,"[]","False","tensorflow"
"10311","melahi",1,0,"[]","False","tensorflow"
"10312","melissagrueter",1,0,"[]","False","tensorflow"
"10313","mels630",6,0,"[]","False","tensorflow"
"10314","melvinjosej",2,0,"[]","False","tensorflow"
"10315","menglewis",2,0,"[]","False","tensorflow"
"10316","mengxr",1,0,"[]","False","tensorflow"
"10317","meteorcloudy",107,0.00115025034466279,"[]","False","tensorflow"
"10318","mezzomondo",1,0,"[]","False","tensorflow"
"10319","mfigurnov",2,0,"[]","False","tensorflow"
"10320","mgechev",2,3.17600576864743e-05,"San Francisco, CA","False","tensorflow"
"10321","mgester",35,0,"[]","False","tensorflow"
"10322","mgorinova",1,0,"[]","False","tensorflow"
"10323","mhamilton723",1,0,"[]","False","tensorflow"
"10324","mhbuehler",3,0.00253733093395784,"Portland, Oregon","False","tensorflow"
"10325","mhe500",11,0,"[]","False","tensorflow"
"10326","mherreshoff",8,0,"[]","False","tensorflow"
"10327","mhong",69,0.00219080350493525,"","False","tensorflow"
"10328","mhue",1,0,"[]","False","tensorflow"
"10329","mhyttsten",20,0.000197496041171291,"[]","False","tensorflow"
"10330","miaojingang",10,1.70969724551053e-05,"[]","False","tensorflow"
"10331","miaout17",267,0.000296784561965681,"[]","False","tensorflow"
"10332","michaelbanfield",42,6.85579243875377e-05,"[]","False","tensorflow"
"10333","michaelpetrov",33,0,"[]","False","tensorflow"
"10334","michaelreneer",679,0.000590096784656679,"[]","False","tensorflow"
"10335","michaelshiyu",52,0,"[]","False","tensorflow"
"10336","michaelwunder",12,0,"[]","False","tensorflow"
"10337","michaelzhou0723",2,0,"[]","False","tensorflow"
"10338","michalbrys",1,0,"[]","False","tensorflow"
"10339","michele-arrival",1,0,"[]","False","tensorflow"
"10340","midfield",4,0,"[]","False","tensorflow"
"10341","migueldeicaza",1,0,"Boston, MA.","False","tensorflow"
"10342","miguelfrde",1,0,"[]","False","tensorflow"
"10343","miguelmorin",1,0,"[]","False","tensorflow"
"10344","mihaimaruseac",624,0.00448649314482923,"[]","False","tensorflow"
"10345","mikelseverson",5,5.10758133891302e-05,"Minnesota","False","tensorflow"
"10346","mikesperber",3,0,"[]","False","tensorflow"
"10347","mikeymezher",4,0,"[]","False","tensorflow"
"10348","mikkeyboi",1,0,"Ottawa, Canada","False","tensorflow"
"10349","mikowals",17,6.81133992145434e-05,"Australia","False","tensorflow"
"10350","milch",1,0,"Seattle, WA","False","tensorflow"
"10351","minglotus-6",56,0.000166124457989749,"[]","False","tensorflow"
"10352","mingshan-wang",23,0,"","False","tensorflow"
"10353","mingxingtan",113,0.000663217274746301,"","False","tensorflow"
"10354","minhlab",1,0,"[]","False","tensorflow"
"10355","minoring",20,0.00022098144476121,"[]","False","tensorflow"
"10356","minqi",2,0,"London","False","tensorflow"
"10357","minsukkahng",6,0,"[]","False","tensorflow"
"10358","mirkobronzi",2,0,"[]","False","tensorflow"
"10359","misterpeddy",16,0.000172406337764357,"[]","False","tensorflow"
"10360","mixalturek",2,0.000103728258257533,"[]","False","tensorflow"
"10361","mixed",1,0,"[]","False","tensorflow"
"10362","miykael",2,0,"[]","False","tensorflow"
"10363","mjang2000",16,0,"[]","False","tensorflow"
"10364","mjlaali",1,0,"[]","False","tensorflow"
"10365","mjul",4,0,"[]","False","tensorflow"
"10366","mkaze",3,0,"[]","False","tensorflow"
"10367","mkenigs",1,0,"[]","False","tensorflow"
"10368","mkim301",1,0,"[]","False","tensorflow"
"10369","mkroutikov",2,0,"[]","False","tensorflow"
"10370","mkuchnik",1,0,"[]","False","tensorflow"
"10371","mkuperst",123,0.000198224370234897,"[]","False","tensorflow"
"10372","mlajtos",4,0,"[]","False","tensorflow"
"10373","mldangelo",1,0,"[]","False","tensorflow"
"10374","mloenow",3,0,"[]","False","tensorflow"
"10375","mlsawyer",2,0,"[]","False","tensorflow"
"10376","mlucool",1,0,"[]","False","tensorflow"
"10377","mmatena",39,1.70712914833677e-05,"[]","False","tensorflow"
"10378","mmilanifard",32,0.00253163130432543,"[]","False","tensorflow"
"10379","mmoffitt",3,0,"[]","False","tensorflow"
"10380","mnottheone",4,0,"[]","False","tensorflow"
"10381","moghammed",2,0,"[]","False","tensorflow"
"10382","mohamed-ali",39,1.70969724551053e-05,"[]","False","tensorflow"
"10383","mohan-chinnappan-n",2,0.000565992027639573,"","False","tensorflow"
"10384","mollahosseini",1,0,"[]","False","tensorflow"
"10385","moneypi",7,0,"[]","False","tensorflow"
"10386","moonboots",2,0,"[]","False","tensorflow"
"10387","morganchen12",6,0,"[]","False","tensorflow"
"10388","mortada",4,1.70969724551053e-05,"[]","False","tensorflow"
"10389","mountaintom",2,0,"[]","False","tensorflow"
"10390","moutai",1,0,"[]","False","tensorflow"
"10391","mprobst",1,0,"San Francisco, USA","False","tensorflow"
"10392","mpushkarna",7,0.000766133275948908,"Boston, MA","False","tensorflow"
"10393","mrhuke",8,0,"[]","False","tensorflow"
"10394","mrkm4ntr",2,0,"[]","False","tensorflow"
"10395","mrksr",1,0,"[]","False","tensorflow"
"10396","mrphoenix13",10,0.000197496041171291,"[]","False","tensorflow"
"10397","mrry",1207,0.0192963937644888,"San Francisco, CA","False","tensorflow"
"10398","mschonwe",1,0,"[]","False","tensorflow"
"10399","msteknoadam",26,0,"[]","False","tensorflow"
"10400","mszep",1,0,"","False","tensorflow"
"10401","mt-gitlocalize",178,0,"[]","False","tensorflow"
"10402","mts42000",1,0,"[]","False","tensorflow"
"10403","mugheesahmad",1,0,"Istanbul, Turkey","False","tensorflow"
"10404","muik",1,0,"[]","False","tensorflow"
"10405","multiverse-tf",183,4.05906521560295e-05,"[]","False","tensorflow"
"10406","mwalenia",1,0,"[]","False","tensorflow"
"10407","mwizasimbeye11",1,0,"[]","False","tensorflow"
"10408","myselph",2,0,"[]","False","tensorflow"
"10409","mzahran001",1,0,"[]","False","tensorflow"
"10410","mzilinec",1,0,"[]","False","tensorflow"
"10411","mzinkevi",5,0,"[]","False","tensorflow"
"10412","mzweilin",1,0,"[]","False","tensorflow"
"10413","n-triple-a",1,0,"[]","False","tensorflow"
"10414","n3011",1,0,"[]","False","tensorflow"
"10415","nagachika",3,0.00122333942510215,"Fukuoka, Japan","False","tensorflow"
"10416","nairb774",209,0.000365040927237312,"[]","False","tensorflow"
"10417","nalepae",5,0,"[]","False","tensorflow"
"10418","namepen",6,1.70969724551053e-05,"[]","False","tensorflow"
"10419","namihira-k",2,0,"[]","False","tensorflow"
"10420","nammbash",113,0,"[]","False","tensorflow"
"10421","naoki-wtnb",57,0,"[]","False","tensorflow"
"10422","napsternxg",1,0,"[]","False","tensorflow"
"10423","narphorium",5,0,"[]","False","tensorflow"
"10424","nartes",7,0,"[]","False","tensorflow"
"10425","naru-jpn",2,0,"[]","False","tensorflow"
"10426","nascarr",1,0,"[]","False","tensorflow"
"10427","nastikas",54,0,"[]","False","tensorflow"
"10428","nataliyah123",3,0,"[]","False","tensorflow"
"10429","nathanrooy",1,0,"[]","False","tensorflow"
"10430","nathansegers",1,0,"[]","False","tensorflow"
"10431","nathantalewis",1,0,"[]","False","tensorflow"
"10432","naurril",3,0.000240560835326212,"[]","False","tensorflow"
"10433","naveedgol",1,0,"[]","False","tensorflow"
"10434","navendu-pottekkat",1,0,"[]","False","tensorflow"
"10435","navin-mohan",4,0,"[]","False","tensorflow"
"10436","nbardy",10,0,"[]","False","tensorflow"
"10437","nbigaouette-eai",29,0,"[]","False","tensorflow"
"10438","nbro",2,0,"[]","False","tensorflow"
"10439","ncammarata",1,0,"[]","False","tensorflow"
"10440","nconstant-google",2,1.70712914833677e-05,"[]","False","tensorflow"
"10441","nczempin",2,0,"[]","False","tensorflow"
"10442","ndt93",1,0,"[]","False","tensorflow"
"10443","nealwu",613,0.00664860630960974,"Palo Alto, CA","False","tensorflow"
"10444","neggert",1,0,"[]","False","tensorflow"
"10445","neilhan",1,0,"[]","False","tensorflow"
"10446","netfs",96,0,"[]","False","tensorflow"
"10447","netpi",1,0,"[]","False","tensorflow"
"10448","neutiyoo",1,0,"[]","False","tensorflow"
"10449","newcoder",1,0,"[]","False","tensorflow"
"10450","nex3z",1,0,"[]","False","tensorflow"
"10451","nfelt",251,0.00157462563472144,"Stanford, California","False","tensorflow"
"10452","nfiedel",23,0.00200431095091329,"[]","False","tensorflow"
"10453","ngc92",32,0,"[]","False","tensorflow"
"10454","ngovanmao",1,0,"[]","False","tensorflow"
"10455","nhasabni",117,0.000390490328443362,"[]","False","tensorflow"
"10456","nibeh",1,0,"[]","False","tensorflow"
"10457","niceilm",2,5.10758133891302e-05,"Korea","False","tensorflow"
"10458","nicholaskong",9,1.70969724551053e-05,"[]","False","tensorflow"
"10459","nickdesaulniers",32,0.000198224370234897,"[]","False","tensorflow"
"10460","nickfrosst",5,0,"[]","False","tensorflow"
"10461","nicola-decao",1,0,"[]","False","tensorflow"
"10462","nicolasfauchereau",1,0,"[]","False","tensorflow"
"10463","nicolasvasilache",757,9.80115171254496e-05,"[]","False","tensorflow"
"10464","nightldj",72,0,"[]","False","tensorflow"
"10465","nikiparmar",95,2.1536880732878e-05,"[]","False","tensorflow"
"10466","niklaseen",1,0,"[]","False","tensorflow"
"10467","nikochiko",55,0.000118641205419382,"[]","False","tensorflow"
"10468","nikriek",1,0,"[]","False","tensorflow"
"10469","nimaous",3,0,"[]","False","tensorflow"
"10470","ninotoshi",1,0,"[]","False","tensorflow"
"10471","nirajpatel",1,0,"[]","False","tensorflow"
"10472","nirum",2,0,"[]","False","tensorflow"
"10473","nitbix",1,0,"[]","False","tensorflow"
"10474","nitisht",1,0,"[]","False","tensorflow"
"10475","njeffrie",115,0,"[]","False","tensorflow"
"10476","nkreeger",606,0.00274454778651496,"San Carlos, CA","False","tensorflow"
"10477","nluehr",61,0.00105439878879629,"[]","False","tensorflow"
"10478","nmattia",1,0,"[]","False","tensorflow"
"10479","nmjohn",18,0.000741176296160794,"[]","False","tensorflow"
"10480","nmostafa",4,0,"[]","False","tensorflow"
"10481","nnadeau",1,0,"[]","False","tensorflow"
"10482","nnigania",19,0,"[]","False","tensorflow"
"10483","noe",1,0,"[]","False","tensorflow"
"10484","noim210",1,0,"","False","tensorflow"
"10485","nokok",1,0,"[]","False","tensorflow"
"10486","norangLemon",10,0,"[]","False","tensorflow"
"10487","normster",7,0.000185020665837063,"[]","False","tensorflow"
"10488","norouzi",2,0,"[]","False","tensorflow"
"10489","nottombrown",24,0,"[]","False","tensorflow"
"10490","nouiz",208,0,"[]","False","tensorflow"
"10491","nouman-10",1,0,"[]","False","tensorflow"
"10492","nounotabe",8,1.70969724551053e-05,"[]","False","tensorflow"
"10493","nozomi-kugita",91,0,"[]","False","tensorflow"
"10494","npapernot",988,0.00612618198115952,"[]","False","tensorflow"
"10495","npfp",39,0.000179463662382987,"[]","False","tensorflow"
"10496","npoly",2,0,"[]","False","tensorflow"
"10497","nrobeR",17,0,"[]","False","tensorflow"
"10498","nsarang",1,0,"[]","False","tensorflow"
"10499","nshazeer",326,0.000211891191636527,"[]","False","tensorflow"
"10500","nsipplswezey",1,0,"[]","False","tensorflow"
"10501","nsthorat",1313,0.00582801177125686,"","False","tensorflow"
"10502","ntenenz",2,0.000129740992859353,"[]","False","tensorflow"
"10503","nubbel",1,0,"[]","False","tensorflow"
"10504","nuka137",42,0.00229758325795753,"[]","False","tensorflow"
"10505","numerology",3,0,"[]","False","tensorflow"
"10506","nunojesus",1,0,"[]","False","tensorflow"
"10507","nutann3",1,0,"[]","False","tensorflow"
"10508","nutsiepully",115,0,"[]","False","tensorflow"
"10509","nutti",1,0,"[]","False","tensorflow"
"10510","oahziur",92,0.000252504705283632,"[]","False","tensorflow"
"10511","oars",190,0.000389404794682722,"[]","False","tensorflow"
"10512","obachem",4,0,"[]","False","tensorflow"
"10513","ocampor",4,0,"[]","False","tensorflow"
"10514","oclyke",23,0,"[]","False","tensorflow"
"10515","odashi",11,0,"[]","False","tensorflow"
"10516","odysseus0",1,0,"Los Angeles, CA","False","tensorflow"
"10517","ofirnachum",9,0,"[]","False","tensorflow"
"10518","ohlr",1,0,"[]","False","tensorflow"
"10519","ohtaman",35,1.70969724551053e-05,"[]","False","tensorflow"
"10520","okoriko",1,0,"[]","False","tensorflow"
"10521","olesalscheider",1,0,"[]","False","tensorflow"
"10522","oliverhu",1,0,"[]","False","tensorflow"
"10523","omalleyt12",221,0.00243312827268071,"[]","False","tensorflow"
"10524","omartin2010",1,0,"[]","False","tensorflow"
"10525","ombre5733",4,0,"[]","False","tensorflow"
"10526","omen23",4,0,"[]","False","tensorflow"
"10527","omoindrot",1,0,"[]","False","tensorflow"
"10528","omonimus1",1,0,"[]","False","tensorflow"
"10529","ooookai",1,0,"[]","False","tensorflow"
"10530","orf",1,0,"[]","False","tensorflow"
"10531","orhanf",7,0,"[]","False","tensorflow"
"10532","orionr",16,0.000363169376759855,"Menlo Park, CA","False","tensorflow"
"10533","ormandi",15,0,"[]","False","tensorflow"
"10534","orta",1,0,"[]","False","tensorflow"
"10535","osanseviero",1,0,"[]","False","tensorflow"
"10536","otiliastr",80,0,"[]","False","tensorflow"
"10537","otstrel",3,0,"[]","False","tensorflow"
"10538","otzy",1,0,"[]","False","tensorflow"
"10539","oveddan",70,0.000127197236947833,"[]","False","tensorflow"
"10540","overflowz",2,0,"[]","False","tensorflow"
"10541","owenv",1,0,"","False","tensorflow"
"10542","oxinabox",1,0,"Cambridge, UK","False","tensorflow"
"10543","oychang",1,0,"[]","False","tensorflow"
"10544","ozbek",10,0,"[]","False","tensorflow"
"10545","pabloegpf1",1,0,"[]","False","tensorflow"
"10546","paderijk",2,0,"The Netherlands","False","tensorflow"
"10547","pana1990",4,0,"[]","False","tensorflow"
"10548","panaali",1,0,"Richmond VA","False","tensorflow"
"10549","pandaoxin",24,0,"[]","False","tensorflow"
"10550","pankajkgupta",1,0,"[]","False","tensorflow"
"10551","panmari",2,0,"Switzerland","False","tensorflow"
"10552","panyx0718",25,0,"[]","False","tensorflow"
"10553","parallelo",28,0,"[]","False","tensorflow"
"10554","param087",1,0,"[]","False","tensorflow"
"10555","paramaggarwal",1,0,"[]","False","tensorflow"
"10556","parsiad",5,0,"[]","False","tensorflow"
"10557","parth-p",1,0,"[]","False","tensorflow"
"10558","patlevin",2,0,"[]","False","tensorflow"
"10559","patriklaurell",26,0,"[]","False","tensorflow"
"10560","paulgc",206,0.00154131076136771,"[]","False","tensorflow"
"10561","paulhendricks",3,0,"[]","False","tensorflow"
"10562","paulkim1997",34,1.70969724551053e-05,"[]","False","tensorflow"
"10563","paulkre",1,0,"[]","False","tensorflow"
"10564","paullewis",1,0,"[]","False","tensorflow"
"10565","paulvollmer",1,0,"[]","False","tensorflow"
"10566","pavithrasv",569,0.00146869106620868,"[]","False","tensorflow"
"10567","paylett",2,0,"[]","False","tensorflow"
"10568","pbmartins",1,0,"[]","False","tensorflow"
"10569","pcicotti",3,0,"[]","False","tensorflow"
"10570","peakji",8,0.0010856576376215,"[]","False","tensorflow"
"10571","pechyonkin",1,0,"[]","False","tensorflow"
"10572","pedrolarben",2,0,"[]","False","tensorflow"
"10573","peeyush18",1,0,"[]","False","tensorflow"
"10574","pengchongjin",205,4.72938632804944e-05,"[]","False","tensorflow"
"10575","penguin138",1,0,"[]","False","tensorflow"
"10576","penpornk",129,0.000122018322358943,"[]","False","tensorflow"
"10577","penserbjorne",4,1.70969724551053e-05,"[]","False","tensorflow"
"10578","pepepor123",1,0,"[]","False","tensorflow"
"10579","perdasilva",1,0,"[]","False","tensorflow"
"10580","perezju",13,0,"[]","False","tensorflow"
"10581","perfinion",73,0.000290781698805796,"[]","False","tensorflow"
"10582","petebu",30,2.32573010363787e-05,"[]","False","tensorflow"
"10583","petergtz",1,0,"[]","False","tensorflow"
"10584","peterjliu",1,0,"[]","False","tensorflow"
"10585","peterma123456789",25,0,"[]","False","tensorflow"
"10586","petermiles",2,0,"Wichita, KS","False","tensorflow"
"10587","peterroelants",2,0,"[]","False","tensorflow"
"10588","peterse",1,0,"University of Waterloo","False","tensorflow"
"10589","petewarden",372,0.000875029866403248,"[]","False","tensorflow"
"10590","petrosmol",31,0.00094165762961324,"[]","False","tensorflow"
"10591","pferreiro92",1,0,"[]","False","tensorflow"
"10592","pfyang",4,0,"[]","False","tensorflow"
"10593","pgandhi999",1,0,"[]","False","tensorflow"
"10594","phamthuonghai",3,0,"[]","False","tensorflow"
"10595","phansel",1,0,"[]","False","tensorflow"
"10596","phc",1,0,"[]","False","tensorflow"
"10597","philipp-eisen",1,0,"[]","False","tensorflow"
"10598","phillip-kravtsov",1,0,"[]","False","tensorflow"
"10599","photex",1,0,"[]","False","tensorflow"
"10600","phpisciuneri",1,0,"[]","False","tensorflow"
"10601","phvu",1,0,"[]","False","tensorflow"
"10602","picekl",2,0,"[]","False","tensorflow"
"10603","piercus",4,0,"[]","False","tensorflow"
"10604","pierre42100",1,0,"[]","False","tensorflow"
"10605","pierrot0",172,0.00267271522234432,"[]","False","tensorflow"
"10606","pifon2a",225,0.000219098322263804,"[]","False","tensorflow"
"10607","pinesol",1,0,"[]","False","tensorflow"
"10608","pingsutw",3,0,"[]","False","tensorflow"
"10609","piperchester",2,0.000818624954104178,"[]","False","tensorflow"
"10610","pirate",1,0,"Montréal, Canada","False","tensorflow"
"10611","piscisaureus",6,0,"[]","False","tensorflow"
"10612","piyush121",1,0,"[]","False","tensorflow"
"10613","pjfossee",3,0,"St. Clair Shores, MI","False","tensorflow"
"10614","pkan2",5,0,"[]","False","tensorflow"
"10615","pkanwar23",44,0.00031938076083486,"","False","tensorflow"
"10616","pkulzc",148,0,"[]","False","tensorflow"
"10617","plakal",21,0,"[]","False","tensorflow"
"10618","playadust",1,0,"[]","False","tensorflow"
"10619","pltrdy",5,0,"[]","False","tensorflow"
"10620","pmontelo",1,0,"[]","False","tensorflow"
"10621","podlipensky",9,0,"","False","tensorflow"
"10622","poolio",1,0,"[]","False","tensorflow"
"10623","posenhuang",1,0,"[]","False","tensorflow"
"10624","poxvoculi",55,3.94054347579268e-06,"","False","tensorflow"
"10625","ppdixit",2,0,"[]","False","tensorflow"
"10626","ppham27",34,0.000671043984895096,"[]","False","tensorflow"
"10627","pprett",1,0,"[]","False","tensorflow"
"10628","ppriyank",3,0,"[]","False","tensorflow"
"10629","ppwwyyxx",61,0.00156288576822019,"","False","tensorflow"
"10630","prabhuomkar",3,0,"[]","False","tensorflow"
"10631","pragyaak",2,0,"[]","False","tensorflow"
"10632","prakashkagitha",29,0,"[]","False","tensorflow"
"10633","pranavm-nvidia",32,0,"[]","False","tensorflow"
"10634","pranay360",2,0,"[]","False","tensorflow"
"10635","pranayaryal",2,0,"Louisville, KY","False","tensorflow"
"10636","pranayjoshi",3,7.48547058932084e-05,"[]","False","tensorflow"
"10637","prasastoadi",3,0,"[]","False","tensorflow"
"10638","prashanthbasani",1,0,"[]","False","tensorflow"
"10639","prayash",1,0,"Boulder, CO","False","tensorflow"
"10640","primetang",1,0,"[]","False","tensorflow"
"10641","printdhruv",1,0,"[]","False","tensorflow"
"10642","promiseofcake",2,0,"[]","False","tensorflow"
"10643","proppy",1,0,"[]","False","tensorflow"
"10644","protoget",167,0.001705401203541,"Mountain View","False","tensorflow"
"10645","prouast",2,0,"[]","False","tensorflow"
"10646","przemb",2,0,"[]","False","tensorflow"
"10647","psc-g",2,0,"[]","False","tensorflow"
"10648","pschuh",100,0.000261746282538428,"[]","False","tensorflow"
"10649","pshiko",1,0,"[]","False","tensorflow"
"10650","pshved",1,0,"[]","False","tensorflow"
"10651","pskucherov",1,0,"","False","tensorflow"
"10652","psrivas2",181,0.000160180895872116,"[]","False","tensorflow"
"10653","psunn",1,0,"[]","False","tensorflow"
"10654","psybuzz",94,0,"","False","tensorflow"
"10655","puneith",1,0,"[]","False","tensorflow"
"10656","pvaneck",35,0.0039788825801105,"San Jose, CA","False","tensorflow"
"10657","pymit",1,0,"[]","False","tensorflow"
"10658","pythonner",1,0,"[]","False","tensorflow"
"10659","pyu10055",818,0.000618324204086352,"CA","False","tensorflow"
"10660","qbx2",2,0,"Seoul","False","tensorflow"
"10661","qiuminxu",109,2.60728396927456e-05,"Sunnyvale, CA","False","tensorflow"
"10662","qixiuai",2,0,"[]","False","tensorflow"
"10663","qjia7",37,0,"[]","False","tensorflow"
"10664","qlzh727",739,0.00899554904974728,"California","False","tensorflow"
"10665","qqfish",171,0.000394359120454369,"Bay Area","False","tensorflow"
"10666","qszhu",1,0,"[]","False","tensorflow"
"10667","quaeler",1,0,"[]","False","tensorflow"
"10668","quickgrid",1,0,"[]","False","tensorflow"
"10669","quig",1,0,"[]","False","tensorflow"
"10670","qwertyforce",1,0,"[]","False","tensorflow"
"10671","r2d4",3,0,"[]","False","tensorflow"
"10672","r4nt",2,0,"","False","tensorflow"
"10673","raanyild",1,0,"[]","False","tensorflow"
"10674","rabchik",42,0,"[]","False","tensorflow"
"10675","raboof",1,0,"[]","False","tensorflow"
"10676","rachellim",221,0.00172777790093085,"[]","False","tensorflow"
"10677","rachellj218",21,0.000165239235487682,"[]","False","tensorflow"
"10678","radames",1,0,"[]","False","tensorflow"
"10679","rafaelgm",1,0,"[]","False","tensorflow"
"10680","rafaelsf80",1,0,"[]","False","tensorflow"
"10681","raghuraman-k",68,0.000198224370234897,"[]","False","tensorflow"
"10682","ragulpr",1,0,"[]","False","tensorflow"
"10683","rahul-kamat",47,0,"[]","False","tensorflow"
"10684","rahul003",47,0,"[]","False","tensorflow"
"10685","rahulbhalley",2,2.94898913897555e-05,"3D Vector Space","False","tensorflow"
"10686","rahulunair",3,0,"[]","False","tensorflow"
"10687","rajendraarora16",23,0,"[]","False","tensorflow"
